ID,Kiosk ID,Confidence,Status
0e035916-0bae-4764-a004-0d92e2d96c75,d77562b0-b79b-4c45-89a2-730b431617fe,0.01005164940446479,VISITOR
d3bec532-c8bc-43fe-a38c-13c747c573f3,d77562b0-b79b-4c45-89a2-730b431617fe,0.0,PENDING
